Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable,PCA_valid,PCA_invalid,PCA_valid_proportion,PCA_invalid_proportion,Support_valid,Support_invalid,PCABody_valid,PCABody_invalid
?a  deathPlace  ?b  ?a  nationality  ?b   ,?a  stateOfOrigin  ?b,0.096805421,0.256410256,1.0,100,390,100,?a,1.0,1.0,0.88,0.12,88,12,88,12
?e  order  ?a  ?e  phylum  ?b   ,?a  division  ?b,0.021246459,0.047468354,1.0,15,316,15,?a,1.0,0.0,1.0,0.0,12,0,12,0
?e  class  ?a  ?e  phylum  ?b   ,?a  division  ?b,0.041076487,0.194630872,1.0,29,149,29,?a,1.0,0.0,1.0,0.0,18,0,18,0
?b  affiliation  ?f  ?a  politicalPartyInLegislature  ?f   ,?a  politicalPartyInLegislature  ?b,0.046822742,0.736842105,1.0,14,19,14,?b,0.42857142857142855,0.0,1.0,0.0,3,0,7,0
?a  house  ?f  ?f  politicalPartyOfLeader  ?b   ,?a  politicalPartyInLegislature  ?b,0.013377926,1.0,1.0,4,4,4,?b,1.0,0.0,1.0,0.0,4,0,4,0
?a  politicalPartyInLegislature  ?e  ?e  splitFromParty  ?b   ,?a  politicalPartyInLegislature  ?b,0.030100334,1.0,1.0,9,9,9,?b,1.0,0.0,1.0,0.0,9,0,9,0
?e  affiliation  ?b  ?a  politicalPartyInLegislature  ?e   ,?a  politicalPartyInLegislature  ?b,0.033444816,0.666666667,1.0,10,15,10,?b,0.5,0.0,1.0,0.0,3,0,6,0
?a  deputy  ?b  ?b  successor  ?a   ,?a  vicePresident  ?b,0.013605442,0.04,1.0,2,50,2,?b,0.0,1.0,0.0,1.0,0,2,0,2
?b  president  ?a  ?b  primeMinister  ?a   ,?a  vicePresident  ?b,0.027210884,0.047619048,1.0,4,84,4,?b,0.75,0.0,1.0,0.0,3,0,4,1
?b  governor  ?f  ?a  vicePresident  ?f   ,?a  vicePresident  ?b,0.013605442,0.285714286,1.0,2,7,2,?b,0.4,0.0,1.0,0.0,2,0,5,2
?f  governor  ?b  ?a  vicePresident  ?f   ,?a  vicePresident  ?b,0.013605442,0.333333333,1.0,2,6,2,?b,0.4,0.0,1.0,0.0,2,0,5,1
?f  country  ?b  ?a  sourceRegion  ?f   ,?a  sourceCountry  ?b,0.132450331,0.196078431,1.0,20,102,20,?a,1.0,0.0,1.0,0.0,20,0,20,0
?f  mouthCountry  ?b  ?a  source  ?f   ,?a  sourceCountry  ?b,0.013245033,0.666666667,1.0,2,3,2,?a,1.0,0.0,1.0,0.0,2,0,2,0
?e  country  ?b  ?e  lowestPlace  ?a   ,?a  sourceCountry  ?b,0.013245033,0.285714286,1.0,2,7,2,?a,1.0,0.0,1.0,0.0,2,0,2,0
?f  monarch  ?b  ?a  president  ?f   ,?a  monarch  ?b,0.011121409,0.226415094,1.0,12,53,12,?a,1.0,1.0,0.6,0.4,6,4,6,4
?b  successor  ?a  ?b  vicePresident  ?a   ,?a  predecessor  ?b,0.012308313,0.824324324,1.0,61,74,61,?b,0.9487179487179487,1.0,0.6491228070175439,0.3508771929824561,37,20,39,20
?a  riverMouth  ?b  ?a  state  ?b   ,?a  mouthRegion  ?b,0.019607843,0.666666667,1.0,2,3,2,?a,1.0,0.0,1.0,0.0,2,0,2,0
?b  place  ?f  ?a  usedInWar  ?f   ,?a  usedInWar  ?b,0.019047619,1.0,1.0,4,4,4,?b,1.0,0.0,1.0,0.0,4,0,4,0
?a  portrayer  ?f  ?b  subsequentWork  ?f   ,?a  portrayer  ?b,0.013020833,0.833333333,1.0,5,6,5,?b,0.8333333333333334,0.0,1.0,0.0,5,0,6,0
?a  portrayer  ?f  ?b  previousWork  ?f   ,?a  portrayer  ?b,0.013020833,1.0,1.0,5,5,5,?b,1.0,0.0,1.0,0.0,5,0,5,0
?a  lastAppearance  ?f  ?f  portrayer  ?b   ,?a  portrayer  ?b,0.0390625,1.0,1.0,15,15,15,?b,1.0,0.0,1.0,0.0,1,0,1,0
?a  portrayer  ?e  ?e  subsequentWork  ?b   ,?a  portrayer  ?b,0.013020833,1.0,1.0,5,5,5,?b,1.0,0.0,1.0,0.0,5,0,5,0
?a  portrayer  ?e  ?e  previousWork  ?b   ,?a  portrayer  ?b,0.013020833,1.0,1.0,5,5,5,?b,1.0,0.0,1.0,0.0,5,0,5,0
?e  largestCity  ?a  ?e  state  ?b   ,?a  isPartOf  ?b,0.050994499,0.918445122,0.998342999,1205,1312,1207,?a,0.9979550102249489,1.0,0.8099585062240664,0.1900414937759336,976,229,978,229
?e  countySeat  ?a  ?e  state  ?b   ,?a  isPartOf  ?b,0.050275074,0.918793503,0.998319328,1188,1293,1190,?a,1.0,0.9908675799086758,0.8173400673400674,0.18265993265993266,971,217,971,219
?a  nationality  ?b   ,?a  stateOfOrigin  ?b,1.0,0.341939755,0.997104247,1033,3021,1036,?a,1.0,1.0,0.6683366733466933,0.3316633266533066,667,331,667,331
?a  isPartOf  ?f  ?f  state  ?b   ,?a  isPartOf  ?b,0.115700381,0.995992714,0.995992714,2734,2745,2745,?a,0.9966996699669967,0.9935897435897436,0.773226042428676,0.22677395757132407,2114,620,2121,624
?f  country  ?b  ?a  leaderParty  ?f   ,?a  country  ?b,0.018184517,0.964566929,0.995934959,490,508,492,?a,0.9943820224719101,0.9968152866242038,0.36122448979591837,0.6387755102040816,177,313,178,314
?f  country  ?b  ?a  largestCity  ?f   ,?a  country  ?b,0.04241817,0.921031426,0.995644599,1143,1241,1148,?a,0.9956445993031359,0.0,1.0,0.0,1143,0,1148,0
?f  country  ?b  ?a  state  ?f   ,?a  country  ?b,0.093075039,0.779850746,0.994843316,2508,3216,2521,?a,0.9991964644435516,0.95,0.9924181963288109,0.007581803671189146,2487,19,2489,20
?a  neighboringMunicipality  ?f  ?f  type  ?b   ,?a  type  ?b,0.014089702,0.749019608,0.994791667,191,255,192,?a,1.0,0.0,1.0,0.0,191,0,191,0
?e  neighboringMunicipality  ?a  ?e  type  ?b   ,?a  type  ?b,0.014015934,0.727969349,0.994764398,190,261,191,?a,1.0,0.0,1.0,0.0,190,0,190,0
?e  country  ?b  ?e  countySeat  ?a   ,?a  country  ?b,0.04067394,0.817300522,0.993653672,1096,1341,1103,?a,0.9935553168635876,0.9941860465116279,0.843978102189781,0.15602189781021897,925,171,931,172
?f  country  ?b  ?a  countySeat  ?f   ,?a  country  ?b,0.040302828,0.993595608,0.993595608,1086,1093,1093,?a,0.9935956084172004,0.0,1.0,0.0,1086,0,1093,0
?a  family  ?f  ?f  kingdom  ?b   ,?a  kingdom  ?b,0.525718608,0.861926416,0.992384579,2085,2419,2101,?a,0.9995206136145733,0.0,1.0,0.0,2085,0,2086,0
?e  country  ?b  ?e  largestCity  ?a   ,?a  country  ?b,0.042009946,0.804548685,0.992112182,1132,1407,1141,?a,0.9967982924226254,0.99,0.8250883392226148,0.17491166077738515,934,198,937,200
?a  parent  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.022800646,0.911290323,0.99122807,113,124,114,?b,1.0,0.9864864864864865,0.35398230088495575,0.6460176991150443,40,73,40,74
?a  genus  ?f  ?f  order  ?b   ,?a  order  ?b,0.014783927,0.987341772,0.987341772,78,79,79,?a,1.0,0.0,1.0,0.0,49,0,49,0
?f  country  ?b  ?a  isPartOf  ?f   ,?a  country  ?b,0.386179767,0.885089734,0.987286528,10406,11757,10540,?a,0.9968125181106926,0.9988646040306557,0.6616020771228003,0.3383979228771997,6880,3519,6902,3523
?f  kingdom  ?b  ?a  order  ?f   ,?a  kingdom  ?b,0.206253152,0.900881057,0.985542169,818,908,830,?a,0.9902676399026764,0.0,1.0,0.0,814,0,822,0
?f  country  ?b  ?a  location  ?f   ,?a  locationCountry  ?b,0.04050786,0.017795485,0.985294118,67,3765,68,?a,0.9848484848484849,0.0,1.0,0.0,65,0,66,0
?a  part  ?f  ?f  timeZone  ?b   ,?a  timeZone  ?b,0.029953643,0.613138686,0.984375,252,411,256,?a,0.0,1.0,0.0,1.0,0,176,4,176
?b  countySeat  ?a  ?b  largestCity  ?a   ,?a  isPartOf  ?b,0.039949217,0.907692308,0.984358707,944,1040,959,?a,0.9874055415617129,0.9696969696969697,0.8305084745762712,0.1694915254237288,784,160,794,165
?b  predecessor  ?a  ?a  vicePresident  ?b   ,?a  successor  ?b,0.010381212,0.968253968,0.983870968,61,63,62,?a,0.9705882352941176,1.0,0.5689655172413793,0.43103448275862066,33,25,34,25
?b  child  ?a   ,?a  parent  ?b,0.521406728,0.539556962,0.982708934,341,632,347,?a,1.0,1.0,0.36486486486486486,0.6351351351351351,108,188,108,188
?e  influenced  ?a  ?e  region  ?b   ,?a  region  ?b,0.023420239,0.209486166,0.981481481,53,253,54,?a,1.0,0.96875,0.41509433962264153,0.5849056603773585,22,31,22,32
?e  class  ?a  ?e  phylum  ?b   ,?a  phylum  ?b,0.015524312,0.355704698,0.981481481,53,149,54,?a,1.0,0.0,1.0,0.0,41,0,41,0
?a  house  ?f  ?f  politicalPartyInLegislature  ?b   ,?a  politicalPartyInLegislature  ?b,0.177257525,0.981481481,0.981481481,53,54,54,?b,1.0,0.0,1.0,0.0,6,0,6,0
?e  family  ?a  ?e  kingdom  ?b   ,?a  kingdom  ?b,0.169944528,0.739846323,0.981077147,674,911,687,?a,1.0,0.0,1.0,0.0,674,0,674,0
?f  country  ?b  ?a  part  ?f   ,?a  country  ?b,0.022526535,0.936728395,0.980613893,607,648,619,?a,0.989041095890411,0.9919354838709677,0.5947281713344317,0.4052718286655684,361,246,365,248
?f  phylum  ?b  ?a  phylum  ?f   ,?a  phylum  ?b,0.028998243,0.98019802,0.98019802,99,101,101,?a,0.9801980198019802,0.0,1.0,0.0,99,0,101,0
?e  country  ?b  ?e  neighboringMunicipality  ?a   ,?a  country  ?b,0.01091071,0.976744186,0.98,294,301,300,?a,0.98,0.0,1.0,0.0,294,0,300,0
?e  artist  ?b  ?e  subsequentWork  ?a   ,?a  artist  ?b,0.187586207,0.951048951,0.978417266,136,143,139,?a,0.9926470588235294,0.0,1.0,0.0,135,0,136,0
?e  country  ?b  ?e  part  ?a   ,?a  country  ?b,0.094411044,0.749778957,0.977333846,2544,3393,2603,?a,0.992867332382311,0.9891540130151844,0.8207547169811321,0.1792452830188679,2088,456,2103,461
?a  influenced  ?f  ?f  region  ?b   ,?a  region  ?b,0.019001326,0.25,0.977272727,43,172,44,?a,1.0,1.0,0.4186046511627907,0.5813953488372093,18,25,18,25
?f  country  ?b  ?a  neighboringMunicipality  ?f   ,?a  country  ?b,0.010947822,0.976821192,0.976821192,295,302,302,?a,0.9932659932659933,0.0,1.0,0.0,295,0,297,0
?a  region  ?f  ?f  state  ?b   ,?a  state  ?b,0.070846219,0.826229508,0.976744186,252,305,258,?a,1.0,1.0,0.8902439024390244,0.10975609756097561,219,27,219,27
?b  rightTributary  ?a   ,?a  riverMouth  ?b,0.234421365,0.806122449,0.975308642,79,98,81,?a,0.9875,0.0,1.0,0.0,79,0,80,0
?b  parent  ?a  ?b  predecessor  ?a   ,?a  successor  ?b,0.019230769,0.875968992,0.974137931,113,129,116,?a,1.0,0.958904109589041,0.3805309734513274,0.6194690265486725,43,70,43,73
?b  countySeat  ?a   ,?a  isPartOf  ?b,0.050740584,0.894108874,0.974004874,1199,1341,1231,?a,0.978,0.9567099567099567,0.8156797331109258,0.18432026688907424,978,221,1000,231
?a  city  ?f  ?f  state  ?b   ,?a  state  ?b,0.010402024,0.698113208,0.973684211,37,53,38,?a,0.9714285714285714,1.0,0.9444444444444444,0.05555555555555555,34,2,35,2
?f  owner  ?b  ?a  sisterStation  ?f   ,?a  owner  ?b,0.086120401,0.673202614,0.971698113,103,153,106,?a,1.0,0.0,1.0,0.0,103,0,103,0
?e  owner  ?b  ?e  sisterStation  ?a   ,?a  owner  ?b,0.084448161,0.737226277,0.971153846,101,137,104,?a,1.0,0.0,1.0,0.0,101,0,101,0
?a  isPartOf  ?f  ?f  timeZone  ?b   ,?a  timeZone  ?b,0.345180078,0.566634146,0.970588235,2904,5125,2992,?a,0.5272727272727272,0.9811715481171548,0.012215669755686605,0.9877843302443134,29,2345,55,2390
?b  successor  ?a  ?b  vicePresident  ?a   ,?a  president  ?b,0.02829778,0.878378378,0.970149254,65,74,67,?a,0.975,1.0,0.639344262295082,0.36065573770491804,39,22,40,22
?a  largestCity  ?b   ,?a  countySeat  ?b,0.775540641,0.670967742,0.969245107,1040,1550,1073,?b,0.8380338436744561,0.0,1.0,0.0,1040,0,1241,0
?b  spouse  ?a   ,?a  spouse  ?b,0.848862405,0.848862405,0.968479604,1567,1846,1618,?b,1.0,0.9987980769230769,0.4196927374301676,0.5803072625698324,601,831,601,832
?f  country  ?b  ?a  district  ?f   ,?a  country  ?b,0.019000965,0.893542757,0.966037736,512,573,530,?a,0.989406779661017,1.0,0.9156862745098039,0.08431372549019608,467,43,472,43
?a  album  ?f  ?f  artist  ?b   ,?a  musicalBand  ?b,0.102385686,0.939209726,0.965625,309,329,320,?b,0.9766666666666667,0.0,1.0,0.0,293,0,300,0
?a  album  ?f  ?f  artist  ?b   ,?a  musicalArtist  ?b,0.102385686,0.939209726,0.965625,309,329,320,?b,0.9766666666666667,0.0,1.0,0.0,293,0,300,0
?b  governor  ?a  ?b  predecessor  ?a   ,?a  successor  ?b,0.014295439,0.954545455,0.965517241,84,88,87,?a,0.9,0.9836065573770492,0.23076923076923078,0.7692307692307693,18,60,20,61
?e  part  ?a  ?e  timeZone  ?b   ,?a  timeZone  ?b,0.055033876,0.311155914,0.964583333,463,1488,480,?a,1.0,0.9880597014925373,0.006006006006006006,0.993993993993994,2,331,2,335
?f  artist  ?b  ?a  previousWork  ?f   ,?a  artist  ?b,0.187586207,0.951048951,0.964539007,136,143,141,?a,0.9854014598540146,0.0,1.0,0.0,135,0,137,0
?b  subsequentWork  ?a   ,?a  previousWork  ?b,0.822722821,0.828402367,0.964408726,840,1014,871,?a,0.9938725490196079,0.0,1.0,0.0,811,0,816,0
?e  class  ?b  ?e  family  ?a   ,?a  class  ?b,0.172289412,0.800788955,0.964370546,812,1014,842,?a,1.0,0.0,1.0,0.0,793,0,793,0
?e  country  ?b  ?e  isPartOf  ?a   ,?a  country  ?b,0.137126104,0.703541508,0.962741011,3695,5252,3838,?a,0.9919354838709677,0.9959677419354839,0.6657645466847091,0.3342354533152909,2460,1235,2480,1240
?a  author  ?b  ?a  executiveProducer  ?b   ,?a  creator  ?b,0.053695955,0.733333333,0.9625,77,105,80,?a,1.0,0.0,1.0,0.0,73,0,73,0
?b  doctoralAdvisor  ?a   ,?a  doctoralStudent  ?b,0.763636364,0.802547771,0.961832061,126,157,131,?b,1.0,0.9591836734693877,0.4777777777777778,0.5222222222222223,43,47,43,49
?f  class  ?b  ?a  family  ?f   ,?a  class  ?b,0.510927223,0.916984006,0.960893855,2408,2626,2506,?a,0.998740025199496,0.0,1.0,0.0,2378,0,2381,0
?e  division  ?b  ?e  order  ?a   ,?a  division  ?b,0.067988669,0.470588235,0.96,48,102,50,?a,1.0,0.0,1.0,0.0,38,0,38,0
?b  countySeat  ?a   ,?a  region  ?b,0.041537782,0.070096943,0.959183673,94,1341,98,?a,0.9634146341463414,0.9375,0.8404255319148937,0.1595744680851064,79,15,82,16
?b  parent  ?a   ,?a  child  ?b,0.539556962,0.521406728,0.957865169,341,654,356,?b,0.9714285714285714,1.0,0.3554006968641115,0.6445993031358885,102,185,105,185
?e  artist  ?b  ?e  previousWork  ?a   ,?a  artist  ?b,0.187586207,0.900662252,0.957746479,136,151,142,?a,0.9926470588235294,0.0,1.0,0.0,135,0,136,0
?b  doctoralStudent  ?a   ,?a  doctoralAdvisor  ?b,0.802547771,0.763636364,0.954545455,126,165,132,?a,1.0,0.9855072463768116,0.4380165289256198,0.5619834710743802,53,68,53,69
?b  previousWork  ?a   ,?a  subsequentWork  ?b,0.828402367,0.822722821,0.954545455,840,1021,880,?a,0.9865689865689866,0.0,1.0,0.0,808,0,819,0
?e  kingdom  ?b  ?e  order  ?a   ,?a  kingdom  ?b,0.040595058,0.476331361,0.952662722,161,338,169,?a,0.9636363636363636,0.0,1.0,0.0,159,0,165,0
?b  neighboringMunicipality  ?a   ,?a  neighboringMunicipality  ?b,0.932692308,0.932692308,0.952536825,582,624,611,?b,0.993103448275862,0.0,1.0,0.0,288,0,290,0
?f  country  ?b  ?a  formerBroadcastNetwork  ?f   ,?a  locationCountry  ?b,0.024183797,0.909090909,0.952380952,40,44,42,?a,1.0,0.0,1.0,0.0,40,0,40,0
?a  formerBroadcastNetwork  ?f  ?f  locationCountry  ?b   ,?a  locationCountry  ?b,0.024183797,0.909090909,0.952380952,40,44,42,?a,1.0,0.0,1.0,0.0,40,0,40,0
?a  isPartOf  ?f  ?b  part  ?f   ,?a  isPartOf  ?b,0.129538722,0.951211933,0.951211933,3061,3218,3218,?a,0.9667553191489362,0.7193877551020408,0.9537553296162676,0.046244670383732374,2908,141,3008,196
?f  division  ?b  ?a  family  ?f   ,?a  division  ?b,0.134560907,0.555555556,0.95,95,171,100,?a,1.0,0.0,1.0,0.0,95,0,95,0
?b  largestCity  ?a   ,?a  isPartOf  ?b,0.054506983,0.830967742,0.948453608,1288,1550,1358,?a,0.9690222652468539,0.8916083916083916,0.7969745222929936,0.20302547770700638,1001,255,1033,286
?e  isPartOf  ?b  ?e  part  ?a   ,?a  isPartOf  ?b,0.080067711,0.666431842,0.948370927,1892,2839,1995,?a,0.9914790018259282,0.8461538461538461,0.8706574024585783,0.1293425975414217,1629,242,1643,286
?a  europeanAffiliation  ?f  ?f  europeanParliamentGroup  ?b   ,?a  europeanParliamentGroup  ?b,0.6,0.452830189,0.947368421,72,159,76,?a,0.972972972972973,0.0,1.0,0.0,72,0,74,0
?b  leftTributary  ?a   ,?a  riverMouth  ?b,0.15727003,0.803030303,0.946428571,53,66,56,?a,0.9464285714285714,0.0,1.0,0.0,53,0,56,0
?e  family  ?a  ?e  phylum  ?b   ,?a  phylum  ?b,0.160222613,0.733243968,0.946366782,547,746,578,?a,0.9980916030534351,0.0,1.0,0.0,523,0,524,0
?b  predecessor  ?a  ?a  predecessor  ?b   ,?a  successor  ?b,0.09275017,0.926870748,0.946180556,545,588,576,?a,0.9732620320855615,0.9470404984423676,0.37448559670781895,0.6255144032921811,182,304,187,321
?b  predecessor  ?a  ?a  primeMinister  ?b   ,?a  successor  ?b,0.038461538,0.930041152,0.945606695,226,243,239,?a,0.9615384615384616,0.9396551724137931,0.4784688995215311,0.5215311004784688,100,109,104,116
?a  affiliation  ?f  ?f  state  ?b   ,?a  state  ?b,0.014619061,0.684210526,0.945454545,52,76,55,?a,0.9811320754716981,0.0,1.0,0.0,52,0,53,0
?f  artist  ?b  ?a  subsequentWork  ?f   ,?a  artist  ?b,0.187586207,0.883116883,0.944444444,136,154,144,?a,0.9926470588235294,0.0,1.0,0.0,135,0,136,0
?e  division  ?a  ?e  locationCountry  ?b   ,?a  locationCountry  ?b,0.010278114,0.333333333,0.944444444,17,51,18,?a,0.9444444444444444,0.0,1.0,0.0,17,0,18,0
?f  country  ?b  ?a  locationCity  ?f   ,?a  locationCountry  ?b,0.333736397,0.611973392,0.943589744,552,902,585,?a,0.9786856127886323,0.0,1.0,0.0,551,0,563,0
?a  family  ?f  ?f  phylum  ?b   ,?a  phylum  ?b,0.520796719,0.893018584,0.942236354,1778,1991,1887,?a,0.9988412514484357,0.0,1.0,0.0,1724,0,1726,0
?b  president  ?a  ?a  successor  ?b   ,?a  vicePresident  ?b,0.442176871,0.247148289,0.942028986,65,263,69,?b,0.7551020408163265,0.8571428571428571,0.6065573770491803,0.39344262295081966,37,24,49,28
?b  isPartOf  ?a   ,?a  district  ?b,0.134363853,0.004782057,0.941666667,113,23630,120,?a,1.0,1.0,0.7256637168141593,0.2743362831858407,82,31,82,31
?a  director  ?b  ?a  starring  ?b   ,?a  author  ?b,0.023188406,0.228571429,0.941176471,16,70,17,?b,0.6956521739130435,0.0,1.0,0.0,16,0,23,0
?a  executiveProducer  ?b  ?a  voice  ?b   ,?a  creator  ?b,0.011157601,0.695652174,0.941176471,16,23,17,?a,0.9333333333333333,0.0,1.0,0.0,14,0,15,0
?f  country  ?b  ?a  leaderName  ?f   ,?a  country  ?b,0.012098271,0.840206186,0.939481268,326,388,347,?a,0.967948717948718,0.9162303664921466,0.46319018404907975,0.5368098159509203,151,175,156,191
?a  author  ?b  ?a  director  ?b   ,?a  creator  ?b,0.032078103,0.647887324,0.93877551,46,71,49,?a,0.9347826086956522,0.0,1.0,0.0,43,0,46,0
?e  division  ?b  ?e  family  ?a   ,?a  division  ?b,0.086402266,0.409395973,0.938461538,61,149,65,?a,1.0,0.0,1.0,0.0,61,0,61,0
?a  developer  ?b   ,?a  computingPlatform  ?b,0.017647059,0.034562212,0.9375,15,434,16,?b,0.1323529411764706,0.0,1.0,0.0,9,0,68,0
?e  languageFamily  ?b  ?e  spokenIn  ?a   ,?a  languageFamily  ?b,0.036144578,0.011591963,0.9375,15,1294,16,?a,1.0,1.0,0.8,0.2,4,1,4,1
?e  isPartOfWineRegion  ?a  ?e  similar  ?b   ,?a  subregion  ?b,0.132743363,0.9375,0.9375,15,16,16,?b,1.0,0.0,1.0,0.0,1,0,1,0
?b  largestCity  ?a   ,?a  region  ?b,0.044631021,0.06516129,0.935185185,101,1550,108,?a,0.9411764705882353,0.9523809523809523,0.8,0.2,80,20,85,21
?a  governor  ?b  ?b  successor  ?a   ,?a  predecessor  ?b,0.016949153,0.893617021,0.933333333,84,94,90,?b,1.0,1.0,0.1951219512195122,0.8048780487804879,16,66,16,66
?f  country  ?b  ?a  region  ?f   ,?a  country  ?b,0.030579678,0.560163154,0.933182333,824,1471,883,?a,0.9690880989180835,0.8834080717488789,0.7609223300970874,0.23907766990291263,627,197,647,223
?b  region  ?a   ,?a  countySeat  ?b,0.070096943,0.041537782,0.930693069,94,2263,101,?b,0.5875,0.0,1.0,0.0,94,0,160,0
?e  manufacturer  ?b  ?e  successor  ?a   ,?a  manufacturer  ?b,0.24691358,0.869565217,0.930232558,80,92,86,?a,0.9411764705882353,0.0,1.0,0.0,80,0,85,0
?b  department  ?a   ,?a  part  ?b,0.014841781,0.360544218,0.929824561,53,147,57,?b,0.0,0.75,0.0,1.0,0,42,0,56
?f  sisterNewspaper  ?a  ?b  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1.0,0.928571429,0.928571429,182,196,196,?a,1.0,0.0,1.0,0.0,14,0,14,0
?a  sisterNewspaper  ?f  ?b  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1.0,0.928571429,0.928571429,182,196,196,?a,1.0,0.0,1.0,0.0,14,0,14,0
?f  sisterNewspaper  ?b  ?a  sisterNewspaper  ?f   ,?a  sisterNewspaper  ?b,1.0,0.928571429,0.928571429,182,196,196,?a,1.0,0.0,1.0,0.0,14,0,14,0
?e  sisterNewspaper  ?a  ?e  sisterNewspaper  ?b   ,?a  sisterNewspaper  ?b,1.0,0.928571429,0.928571429,182,196,196,?a,1.0,0.0,1.0,0.0,14,0,14,0
?f  monarch  ?b  ?a  spouse  ?f   ,?a  monarch  ?b,0.012048193,0.764705882,0.928571429,13,17,14,?a,1.0,1.0,0.2857142857142857,0.7142857142857143,2,5,2,5
?e  monarch  ?b  ?e  spouse  ?a   ,?a  monarch  ?b,0.012048193,0.684210526,0.928571429,13,19,14,?a,1.0,1.0,0.2857142857142857,0.7142857142857143,2,5,2,5
?e  family  ?a  ?e  order  ?b   ,?a  order  ?b,0.192001516,0.775057383,0.926806953,1013,1307,1093,?a,0.9972451790633609,0.0,1.0,0.0,724,0,726,0
?f  creator  ?b  ?a  spouse  ?f   ,?a  creator  ?b,0.017433752,0.892857143,0.925925926,25,28,27,?a,0.9047619047619048,0.0,1.0,0.0,19,0,21,0
?e  creator  ?b  ?e  spouse  ?a   ,?a  creator  ?b,0.017433752,0.806451613,0.925925926,25,31,27,?a,0.9047619047619048,0.0,1.0,0.0,19,0,21,0
?a  deputy  ?b  ?b  predecessor  ?a   ,?a  successor  ?b,0.022123894,0.909090909,0.921985816,130,143,141,?a,0.9411764705882353,0.9390243902439024,0.384,0.616,48,77,51,82
?a  class  ?f  ?f  phylum  ?b   ,?a  phylum  ?b,0.096367897,0.826633166,0.921568627,329,398,357,?a,0.9958333333333333,0.0,1.0,0.0,239,0,240,0
?a  isPartOfWineRegion  ?f  ?f  subregion  ?b   ,?a  similar  ?b,0.995192308,0.370304114,0.92,207,559,225,?a,1.0,0.0,1.0,0.0,15,0,15,0
?e  similar  ?b  ?a  similar  ?e   ,?a  similar  ?b,0.995192308,0.92,0.92,207,225,225,?a,1.0,0.0,1.0,0.0,15,0,15,0
?f  isPartOf  ?a  ?b  part  ?f   ,?a  region  ?b,0.0101635,0.021636877,0.92,23,1063,25,?a,0.75,0.9523809523809523,0.13043478260869565,0.8695652173913043,3,20,4,21
?e  country  ?b  ?e  formerBroadcastNetwork  ?a   ,?a  locationCountry  ?b,0.013905683,0.575,0.92,23,40,25,?a,0.9583333333333334,0.0,1.0,0.0,23,0,24,0
?e  formerBroadcastNetwork  ?a  ?e  locationCountry  ?b   ,?a  locationCountry  ?b,0.013905683,0.575,0.92,23,40,25,?a,0.9583333333333334,0.0,1.0,0.0,23,0,24,0
?a  influencedBy  ?f  ?f  region  ?b   ,?a  region  ?b,0.035351304,0.2,0.91954023,80,400,87,?a,0.9705882352941176,0.9215686274509803,0.4125,0.5875,33,47,34,51
?e  similar  ?a  ?e  similar  ?b   ,?a  similar  ?b,0.927884615,0.853982301,0.919047619,193,226,210,?a,1.0,0.0,1.0,0.0,14,0,14,0
?b  bandMember  ?a   ,?a  associatedMusicalArtist  ?b,0.065994518,0.833252662,0.916910786,3443,4132,3755,?a,1.0,0.9495548961424333,0.0011705033164260631,0.9988294966835739,3,2560,3,2696
?b  bandMember  ?a   ,?a  associatedBand  ?b,0.065994518,0.833252662,0.916910786,3443,4132,3755,?a,1.0,0.9495548961424333,0.0011705033164260631,0.9988294966835739,3,2560,3,2696
?b  similar  ?a   ,?a  similar  ?b,0.846153846,0.846153846,0.916666667,176,208,192,?a,1.0,0.0,1.0,0.0,14,0,14,0
?e  capital  ?a  ?e  timeZone  ?b   ,?a  timeZone  ?b,0.010222275,0.551282051,0.914893617,86,156,94,?a,0.0,0.9662921348314607,0.0,1.0,0,86,1,89
?b  predecessor  ?a  ?b  president  ?a   ,?a  successor  ?b,0.034547311,0.875,0.914414414,203,232,222,?a,0.926605504587156,0.9518072289156626,0.5611111111111111,0.4388888888888889,101,79,109,83
?b  part  ?a   ,?a  department  ?b,0.360544218,0.014841781,0.913793103,53,3571,58,?a,0.9298245614035088,0.0,1.0,0.0,53,0,57,0
?f  manufacturer  ?b  ?a  predecessor  ?f   ,?a  manufacturer  ?b,0.259259259,0.84,0.913043478,84,100,92,?a,0.9545454545454546,0.0,1.0,0.0,84,0,88,0
?e  class  ?b  ?e  order  ?a   ,?a  class  ?b,0.052620412,0.542669584,0.911764706,248,457,272,?a,0.9899497487437185,0.0,1.0,0.0,197,0,199,0
?e  order  ?a  ?e  phylum  ?b   ,?a  phylum  ?b,0.045401289,0.490506329,0.911764706,155,316,170,?a,0.9850746268656716,0.0,1.0,0.0,132,0,134,0
?a  city  ?f  ?f  country  ?b   ,?a  country  ?b,0.027313887,0.408208541,0.909765142,736,1803,809,?a,0.9629120879120879,1.0,0.9957386363636364,0.004261363636363636,701,3,728,3
?a  leaderName  ?f  ?f  party  ?b   ,?a  leaderParty  ?b,0.010683761,0.041666667,0.909090909,10,240,11,?a,1.0,1.0,0.2,0.8,2,8,2,8
